n,left_offset,right_offset
4294912833,64,55
4294912834,7,9
4294912835,34,17
4294912836,17,31
4294912837,54,135
4294912838,3,11
4294912839,160,23
4294912840,87,11
4294912841,6,59
4294912842,37,7
4294912843,60,5
4294912844,13,77
4294912845,8,47
4294912846,75,5
4294912847,102,17
4294912848,43,5
4294912849,22,47
4294912850,7,23
4294912851,76,95
4294912852,145,15
4294912853,100,41
4294912854,5,1
4294912855,162,3
4294912856,7,11
4294912857,14,47
4294912858,7,9
4294912859,138,169
4294912860,73,13
4294912861,12,45
4294912862,15,25
4294912863,74,7
4294912864,7,23
4294912865,72,67
4294912866,35,19
4294912867,18,27
4294912868,3,25
4294912869,68,49
4294912870,39,17
4294912871,60,5
4294912872,5,23
4294912873,24,17
4294912874,13,17
4294912875,38,59
4294912876,51,111
4294912877,58,1
4294912878,29,25
4294912879,96,63
4294912880,67,19
4294912881,40,37
4294912882,3,3
4294912883,34,47
4294912884,37,41
4294912885,114,9
4294912886,7,25
4294912887,68,41
4294912888,69,15
4294912889,10,91
4294912890,191,49
4294912891,76,59
4294912892,13,61
4294912893,34,25
4294912894,1,41
4294912895,22,121
4294912896,7,35
4294912897,34,41
4294912898,49,19
4294912899,98,13
4294912900,19,17
4294912901,10,59
4294912902,59,11
4294912903,94,41
4294912904,15,19
4294912905,32,83
4294912906,67,195
4294912907,28,163
4294912908,17,67
4294912909,36,41
4294912910,21,13
4294912911,26,37
4294912912,13,41
4294912913,28,77
4294912914,5,7
4294912915,12,23
4294912916,33,107
4294912917,4,37
4294912918,27,69
4294912919,10,47
4294912920,17,7
4294912921,16,51
4294912922,45,1
4294912923,44,31
4294912924,1,11
4294912925,54,23
4294912926,35,1
4294912927,52,77
4294912928,9,1
4294912929,8,1
4294912930,19,9
4294912931,22,1
4294912932,5,35
4294912933,100,15
4294912934,21,107
4294912935,14,7
4294912936,1,9
4294912937,22,5
4294912938,17,7
4294912939,96,27
4294912940,1,1
4294912941,140,25
4294912942,55,11
4294912943,54,85
4294912944,1,61
4294912945,42,39
4294912946,21,35
4294912947,22,11
4294912948,3,95
4294912949,28,119
4294912950,37,41
4294912951,130,59
4294912952,9,1
4294912953,14,5
4294912954,1,77
4294912955,36,37
4294912956,151,41
4294912957,18,15
4294912958,13,1
4294912959,8,1
4294912960,61,87
4294912961,16,71
4294912962,185,31
4294912963,12,9
4294912964,1,17
4294912965,52,41
4294912966,7,45
4294912967,58,73
4294912968,13,35
4294912969,18,33
4294912970,1,37
4294912971,26,1
4294912972,3,93
4294912973,72,67
4294912974,133,53
4294912975,28,77
4294912976,111,7
4294912977,4,107
4294912978,3,59
4294912979,82,13
4294912980,43,29
4294912981,12,5
4294912982,3,43
4294912983,10,47
4294912984,7,161
4294912985,16,17
4294912986,1,1
4294912987,82,41
4294912988,97,25
4294912989,16,11
4294912990,3,53
4294912991,90,1
4294912992,5,13
4294912993,64,17
4294912994,37,1
4294912995,106,67
4294912996,57,87
4294912997,78,7
4294912998,37,25
4294912999,18,41
4294913000,43,83
4294913001,142,67
4294913002,57,65
4294913003,18,41
4294913004,7,19
4294913005,46,27
4294913006,15,59
4294913007,34,61
4294913008,25,11
4294913009,6,19
4294913010,23,47
4294913011,52,41
4294913012,9,53
4294913013,10,97
4294913014,3,47
4294913015,162,37
4294913016,43,25
4294913017,18,41
4294913018,67,67
4294913019,2,17
4294913020,19,11
4294913021,6,67
4294913022,25,25
4294913023,18,5
4294913024,1,1
4294913025,2,17
4294913026,15,9
4294913027,4,1
4294913028,13,25
4294913029,12,59
4294913030,57,47
4294913031,52,25
4294913032,7,5
4294913033,4,41
4294913034,35,17
4294913035,54,29
4294913036,45,59
4294913037,22,103
4294913038,3,21
4294913039,36,7
4294913040,29,13
4294913041,28,65
4294913042,27,11
4294913043,4,1
4294913044,7,17
4294913045,142,29
4294913046,11,41
4294913047,4,107
4294913048,3,131
4294913049,20,19
4294913050,1,107
4294913051,90,7
4294913052,23,55
4294913053,10,119
4294913054,51,91
4294913055,8,1
4294913056,15,17
4294913057,24,7
4294913058,137,19
4294913059,18,53
4294913060,37,59
4294913061,130,25
4294913062,7,27
4294913063,4,41
4294913064,1,157
4294913065,82,53
4294913066,45,5
4294913067,14,17
4294913068,13,59
4294913069,78,13
4294913070,1,13
4294913071,22,105
4294913072,39,193
4294913073,20,25
4294913074,27,41
4294913075,64,23
4294913076,1,1
4294913077,4,75
4294913078,43,35
4294913079,28,19
4294913080,37,33
4294913081,30,37
4294913082,19,1
4294913083,52,69
4294913084,15,107
4294913085,16,17
4294913086,37,11
4294913087,18,5
4294913088,37,25
4294913089,22,11
4294913090,177,37
4294913091,16,5
4294913092,39,41
4294913093,12,7
4294913094,1,17
4294913095,72,81
4294913096,13,67
4294913097,100,11
4294913098,43,5
4294913099,66,107
4294913100,1,53
4294913101,36,15
4294913102,37,25
4294913103,100,37
4294913104,1,39
4294913105,58,1
4294913106,5,91
4294913107,12,35
4294913108,25,7
4294913109,56,59
4294913110,121,3
4294913111,70,29
4294913112,25,97
4294913113,112,15
4294913114,63,77
4294913115,32,43
4294913116,57,81
4294913117,18,43
4294913118,127,47
4294913119,6,33
4294913120,133,23
4294913121,82,67
4294913122,115,137
4294913123,10,17
4294913124,11,91
4294913125,54,9
4294913126,27,11
4294913127,68,125
4294913128,7,17
4294913129,16,19
4294913130,41,149
4294913131,42,9
4294913132,7,41
4294913133,2,37
4294913134,45,41
4294913135,12,19
4294913136,1,47
4294913137,42,23
4294913138,105,49
4294913139,28,47
4294913140,3,23
4294913141,36,11
4294913142,7,5
4294913143,120,27
4294913144,7,49
4294913145,58,41
4294913146,25,27
4294913147,4,107
4294913148,89,41
4294913149,28,41
4294913150,21,7
4294913151,2,5
4294913152,39,3
4294913153,18,251
4294913154,101,59
4294913155,54,27
4294913156,21,31
4294913157,44,35
4294913158,9,11
4294913159,82,49
4294913160,11,19
4294913161,36,17
4294913162,25,115
4294913163,2,47
4294913164,63,17
4294913165,16,61
4294913166,1,59
4294913167,40,3
4294913168,15,127
4294913169,32,73
4294913170,43,27
4294913171,60,29
4294913172,35,5
4294913173,22,27
4294913174,1,1
4294913175,26,11
4294913176,73,27
4294913177,22,17
4294913178,23,235
4294913179,88,3
4294913180,43,31
4294913181,22,1
4294913182,177,17
4294913183,54,41
4294913184,5,59
4294913185,28,41
4294913186,15,89
4294913187,2,83
4294913188,175,5
4294913189,36,29
4294913190,7,37
4294913191,22,39
4294913192,25,83
4294913193,50,59
4294913194,85,41
4294913195,88,149
4294913196,23,25
4294913197,100,125
4294913198,7,7
4294913199,2,1
4294913200,13,33
4294913201,30,67
4294913202,73,25
4294913203,34,17
4294913204,15,13
4294913205,124,17
4294913206,1,27
4294913207,72,37
4294913208,55,35
4294913209,10,9
4294913210,73,31
4294913211,56,25
4294913212,37,63
4294913213,150,11
4294913214,13,77
4294913215,58,23
4294913216,25,17
4294913217,22,1
4294913218,49,95
4294913219,18,107
4294913220,37,29
4294913221,16,35
4294913222,33,71
4294913223,44,67
4294913224,85,17
4294913225,142,11
4294913226,7,5
4294913227,52,53
4294913228,37,61
4294913229,8,97
4294913230,81,39
4294913231,16,85
4294913232,35,85
4294913233,4,87
4294913234,3,7
4294913235,122,11
4294913236,55,35
4294913237,18,1
4294913238,23,1
4294913239,82,63
4294913240,1,23
4294913241,50,125
4294913242,55,3
4294913243,130,31
4294913244,77,67
4294913245,18,11
4294913246,1,25
4294913247,4,7
4294913248,63,47
4294913249,10,73
4294913250,91,1
4294913251,36,69
4294913252,39,41
4294913253,2,37
4294913254,55,219
4294913255,4,89
4294913256,7,35
4294913257,18,17
4294913258,39,5
4294913259,8,23
4294913260,19,3
4294913261,42,37
4294913262,13,7
4294913263,154,111
4294913264,55,29
4294913265,4,13
4294913266,15,107
4294913267,52,13
4294913268,25,19
4294913269,6,11
4294913270,13,7
4294913271,2,7
4294913272,7,27
4294913273,24,1
4294913274,73,91
4294913275,42,21
4294913276,45,41
4294913277,28,137
4294913278,9,35
4294913279,12,97
4294913280,43,47
4294913281,30,15
4294913282,7,97
4294913283,88,125
4294913284,21,149
4294913285,22,37
4294913286,35,55
4294913287,18,51
4294913288,39,179
4294913289,46,17
4294913290,21,39
4294913291,66,35
4294913292,5,83
4294913293,30,5
4294913294,13,67
4294913295,164,43
4294913296,27,5
4294913297,88,1
4294913298,37,67
4294913299,16,51
4294913300,49,1
4294913301,20,29
4294913302,43,11
4294913303,4,7
4294913304,17,31
4294913305,102,41
4294913306,15,35
4294913307,32,11
4294913308,55,5
4294913309,12,7
4294913310,1,193
4294913311,16,15
4294913312,67,61
4294913313,68,1
4294913314,25,3
4294913315,4,29
4294913316,31,17
4294913317,58,21
4294913318,7,125
4294913319,22,47
4294913320,1,23
4294913321,58,5
4294913322,19,31
4294913323,100,41
4294913324,27,7
4294913325,14,29
4294913326,27,27
4294913327,112,55
4294913328,77,31
4294913329,6,27
4294913330,93,41
4294913331,70,37
4294913332,69,3
4294913333,22,11
4294913334,37,83
4294913335,66,39
4294913336,81,37
4294913337,2,41
4294913338,27,39
4294913339,46,13
4294913340,1,13
4294913341,58,15
4294913342,7,17
4294913343,4,19
4294913344,31,81
4294913345,16,91
4294913346,25,41
4294913347,18,27
4294913348,19,41
4294913349,2,1
4294913350,9,33
4294913351,22,77
4294913352,19,23
4294913353,70,5
4294913354,37,41
4294913355,46,1
4294913356,21,65
4294913357,24,25
4294913358,5,17
4294913359,6,59
4294913360,51,17
4294913361,10,7
4294913362,7,51
4294913363,24,31
4294913364,31,53
4294913365,16,11
4294913366,175,5
4294913367,160,77
4294913368,97,129
4294913369,6,71
4294913370,7,19
4294913371,58,27
4294913372,37,67
4294913373,92,25
4294913374,7,171
4294913375,16,187
4294913376,163,17
4294913377,4,17
4294913378,27,151
4294913379,206,7
4294913380,7,69
4294913381,42,127
4294913382,17,7
4294913383,70,195
4294913384,3,1
4294913385,16,23
4294913386,7,35
4294913387,58,25
4294913388,23,5
4294913389,60,33
4294913390,1,91
4294913391,16,41
4294913392,9,23
4294913393,52,1
4294913394,175,7
4294913395,18,3
4294913396,7,17
4294913397,68,1
4294913398,57,47
4294913399,36,1
4294913400,19,17
4294913401,130,47
4294913402,57,35
4294913403,32,25
4294913404,27,41
4294913405,36,13
4294913406,31,41
4294913407,100,71
4294913408,43,31
4294913409,20,47
4294913410,21,53
4294913411,30,17
4294913412,35,25
4294913413,18,5
4294913414,1,49
4294913415,34,23
4294913416,67,29
4294913417,4,17
4294913418,49,25
4294913419,18,17
4294913420,171,31
4294913421,10,59
4294913422,37,47
4294913423,28,11
4294913424,1,49
4294913425,36,9
4294913426,7,1
4294913427,32,37
4294913428,9,29
4294913429,96,17
4294913430,29,31
4294913431,18,51
4294913432,7,25
4294913433,44,31
4294913434,13,41
4294913435,58,1
4294913436,71,47
4294913437,42,71
4294913438,55,37
4294913439,28,169
4294913440,19,17
4294913441,22,1
4294913442,175,65
4294913443,4,69
4294913444,27,7
4294913445,52,23
4294913446,7,81
4294913447,178,53
4294913448,25,41
4294913449,22,57
4294913450,133,11
4294913451,10,17
4294913452,7,165
4294913453,34,1
4294913454,23,31
4294913455,22,59
4294913456,63,11
4294913457,62,35
4294913458,3,57
4294913459,102,19
4294913460,221,1
4294913461,130,29
4294913462,13,25
4294913463,4,211
4294913464,1,171
4294913465,24,1
4294913466,11,11
4294913467,132,51
4294913468,3,151
4294913469,130,13
4294913470,117,41
4294913471,70,41
4294913472,37,55
4294913473,118,47
4294913474,13,53
4294913475,22,17
4294913476,43,41
4294913477,142,17
4294913478,19,5
4294913479,106,47
4294913480,1,7
4294913481,62,7
4294913482,3,11
4294913483,52,19
4294913484,95,31
4294913485,36,77
4294913486,7,19
4294913487,128,5
4294913488,109,77
4294913489,12,13
4294913490,59,41
4294913491,10,21
4294913492,7,55
4294913493,14,59
4294913494,15,47
4294913495,18,109
4294913496,1,11
4294913497,4,11
4294913498,7,25
4294913499,76,19
4294913500,69,3
4294913501,28,7
4294913502,89,25
4294913503,12,99
4294913504,121,43
4294913505,8,41
4294913506,25,41
4294913507,42,5
4294913508,17,61
4294913509,42,41
4294913510,1,103
4294913511,10,37
4294913512,7,45
4294913513,4,47
4294913514,23,41
4294913515,6,69
4294913516,15,49
4294913517,32,31
4294913518,45,75
4294913519,12,1
4294913520,13,47
4294913521,102,15
4294913522,25,11
4294913523,2,79
4294913524,61,81
4294913525,4,73
4294913526,5,7
4294913527,22,3
4294913528,3,77
4294913529,20,23
4294913530,1,147
4294913531,22,17
4294913532,67,101
4294913533,42,35
4294913534,63,13
4294913535,8,59
4294913536,3,5
4294913537,28,25
4294913538,5,29
4294913539,96,59
4294913540,3,31
4294913541,46,41
4294913542,25,3
4294913543,4,41
4294913544,23,7
4294913545,36,59
4294913546,67,19
4294913547,38,73
4294913548,27,21
4294913549,18,17
4294913550,7,19
4294913551,112,39
4294913552,9,5
4294913553,130,11
4294913554,21,17
4294913555,34,109
4294913556,1,1
4294913557,30,45
4294913558,147,7
4294913559,10,67
4294913560,33,23
4294913561,70,65
4294913562,7,107
4294913563,18,215
4294913564,157,17
4294913565,56,109
4294913566,25,39
4294913567,12,145
4294913568,47,125
4294913569,106,27
4294913570,67,113
4294913571,106,7
4294913572,225,83
4294913573,40,29
4294913574,73,31
4294913575,42,3
4294913576,51,65
4294913577,14,1
4294913578,67,21
4294913579,48,17
4294913580,107,17
4294913581,10,131
4294913582,49,1
4294913583,188,77
4294913584,15,167
4294913585,42,181
4294913586,41,25
4294913587,58,41
4294913588,9,59
4294913589,58,1
4294913590,57,21
4294913591,6,67
4294913592,49,23
4294913593,4,41
4294913594,21,89
4294913595,148,29
4294913596,31,137
4294913597,4,7
4294913598,23,31
4294913599,132,39
4294913600,1,49
4294913601,16,59
4294913602,3,5
4294913603,4,85
4294913604,37,37
4294913605,24,33
4294913606,37,31
4294913607,28,23
4294913608,37,5
4294913609,16,43
4294913610,37,59
4294913611,36,39
4294913612,133,35
4294913613,2,95
4294913614,13,77
4294913615,88,29
4294913616,5,67
4294913617,12,27
4294913618,9,25
4294913619,16,11
4294913620,31,39
4294913621,72,1
4294913622,107,53
4294913623,4,27
4294913624,73,107
4294913625,8,47
4294913626,63,5
4294913627,64,125
4294913628,23,37
4294913629,18,53
4294913630,13,89
4294913631,32,1
4294913632,27,11
4294913633,24,49
4294913634,41,41
4294913635,36,23
4294913636,135,55
4294913637,4,67
4294913638,7,11
4294913639,16,101
4294913640,31,31
4294913641,10,5
4294913642,9,7
4294913643,50,29
4294913644,37,111
4294913645,24,13
4294913646,37,41
4294913647,58,41
4294913648,49,25
4294913649,8,29
4294913650,81,33
4294913651,6,109
4294913652,25,17
4294913653,40,11
4294913654,25,41
4294913655,4,83
4294913656,61,21
4294913657,12,1
4294913658,19,17
4294913659,70,11
4294913660,7,31
4294913661,32,7
4294913662,3,41
4294913663,130,1
4294913664,25,37
4294913665,58,29
4294913666,1,35
4294913667,8,7
4294913668,13,105
4294913669,28,149
4294913670,71,41
4294913671,150,15
4294913672,13,71
4294913673,14,7
4294913674,1,9
4294913675,42,1
4294913676,17,25
4294913677,40,3
4294913678,123,37
4294913679,106,29
4294913680,33,53
4294913681,28,19
4294913682,25,25
4294913683,48,11
4294913684,55,37
4294913685,88,53
4294913686,117,15
4294913687,114,23
4294913688,103,139
4294913689,18,41
4294913690,13,17
4294913691,70,7
4294913692,45,53
4294913693,18,41
4294913694,73,151
4294913695,6,3
4294913696,21,5
4294913697,52,133
4294913698,39,21
4294913699,28,1
4294913700,17,59
4294913701,16,27
4294913702,19,23
4294913703,10,5
4294913704,111,33
4294913705,48,49
4294913706,5,107
4294913707,30,207
4294913708,33,31
4294913709,16,67
4294913710,7,39
4294913711,52,37
4294913712,7,25
4294913713,70,129
4294913714,43,1
4294913715,4,49
4294913716,15,35
4294913717,24,95
4294913718,43,59
4294913719,132,29
4294913720,87,139
4294913721,152,31
4294913722,19,27
4294913723,12,67
4294913724,97,17
4294913725,6,9
4294913726,1,1
4294913727,14,115
4294913728,123,15
4294913729,36,41
4294913730,11,7
4294913731,6,327
4294913732,57,73
4294913733,4,67
4294913734,25,123
4294913735,22,31
4294913736,85,71
4294913737,102,3
4294913738,43,35
4294913739,2,119
4294913740,93,29
4294913741,16,41
4294913742,37,43
4294913743,58,9
4294913744,63,73
4294913745,22,71
4294913746,31,39
4294913747,48,25
4294913748,109,1
4294913749,40,41
4294913750,7,1
4294913751,2,31
4294913752,27,101
4294913753,64,7
4294913754,35,59
4294913755,16,3
4294913756,3,85
4294913757,2,11
4294913758,7,45
4294913759,22,71
4294913760,97,13
4294913761,48,81
4294913762,15,25
4294913763,32,65
4294913764,121,27
4294913765,114,7
4294913766,7,1
4294913767,34,17
4294913768,27,41
4294913769,92,169
4294913770,139,29
4294913771,10,1
4294913772,25,41
4294913773,34,29
4294913774,21,7
4294913775,68,13
4294913776,1,51
4294913777,24,13
4294913778,17,55
4294913779,12,23
4294913780,7,17
4294913781,8,31
4294913782,33,77
4294913783,78,41
4294913784,13,11
4294913785,138,21
4294913786,21,49
4294913787,44,1
4294913788,9,65
4294913789,6,37
4294913790,47,13
4294913791,10,15
4294913792,3,43
4294913793,68,5
4294913794,15,237
4294913795,66,37
4294913796,5,1
4294913797,4,11
4294913798,9,17
4294913799,28,1
4294913800,39,23
4294913801,16,11
4294913802,73,11
4294913803,82,15
4294913804,43,1
4294913805,34,41
4294913806,67,29
4294913807,174,37
4294913808,49,17
4294913809,106,27
4294913810,43,7
4294913811,22,5
4294913812,19,75
4294913813,54,11
4294913814,25,7
4294913815,46,83
4294913816,15,17
4294913817,44,1
4294913818,63,69
4294913819,10,71
4294913820,29,13
4294913821,60,59
4294913822,3,61
4294913823,44,67
4294913824,25,27
4294913825,12,19
4294913826,13,17
4294913827,4,15
4294913828,25,35
4294913829,58,13
4294913830,27,3
4294913831,96,41
4294913832,29,25
4294913833,4,11
4294913834,3,7
4294913835,4,79
4294913836,51,69
4294913837,72,41
4294913838,23,1
4294913839,10,107
4294913840,1,29
4294913841,178,1
4294913842,27,45
4294913843,42,155
4294913844,95,83
4294913845,4,23
4294913846,21,5
4294913847,8,41
4294913848,147,101
4294913849,12,7
4294913850,23,41
4294913851,70,75
4294913852,13,13
4294913853,40,5
4294913854,13,129
4294913855,66,137
4294913856,1,25
4294913857,28,11
4294913858,85,5
4294913859,32,1
4294913860,61,3
4294913861,96,17
4294913862,5,1
4294913863,48,21
4294913864,1,31
4294913865,8,31
4294913866,25,21
4294913867,54,11
4294913868,43,1
4294913869,30,27
4294913870,1,17
4294913871,10,49
4294913872,43,17
4294913873,64,67
4294913874,61,67
4294913875,6,131
4294913876,63,35
4294913877,88,103
4294913878,13,41
4294913879,6,7
4294913880,11,41
4294913881,18,65
4294913882,9,125
4294913883,58,25
4294913884,15,9
4294913885,24,43
4294913886,7,19
4294913887,70,35
4294913888,33,37
4294913889,8,1
4294913890,319,77
4294913891,18,17
4294913892,7,95
4294913893,22,9
4294913894,25,49
4294913895,14,23
4294913896,55,167
4294913897,18,35
4294913898,19,227
4294913899,28,3
4294913900,43,17
4294913901,26,11
4294913902,25,81
4294913903,102,11
4294913904,31,29
4294913905,12,89
4294913906,3,25
4294913907,32,61
4294913908,9,35
4294913909,102,61
4294913910,53,13
4294913911,102,45
4294913912,19,5
4294913913,128,89
4294913914,7,59
4294913915,46,53
4294913916,11,1
4294913917,60,87
4294913918,43,35
4294913919,22,13
4294913920,31,27
4294913921,6,5
4294913922,47,1
4294913923,54,71
4294913924,235,47
4294913925,14,7
4294913926,13,81
4294913927,34,1
4294913928,59,11
4294913929,100,83
4294913930,51,127
4294913931,40,47
4294913932,15,11
4294913933,12,31
4294913934,17,17
4294913935,18,11
4294913936,43,139
4294913937,2,43
4294913938,37,41
4294913939,60,7
4294913940,13,17
4294913941,30,17
4294913942,97,5
4294913943,68,17
4294913944,25,3
4294913945,12,41
4294913946,23,151
4294913947,22,11
4294913948,9,59
4294913949,2,13
4294913950,7,63
4294913951,88,41
4294913952,47,145
4294913953,4,17
4294913954,37,41
4294913955,58,1
4294913956,7,11
