n,left_offset,right_offset
4294961397,58,23
4294961398,27,9
4294961399,52,7
4294961400,11,107
4294961401,6,45
4294961402,25,17
4294961403,32,95
4294961404,61,41
4294961405,12,11
4294961406,7,85
4294961407,12,117
4294961408,27,35
4294961409,10,7
4294961410,19,27
4294961411,16,29
4294961412,17,65
4294961413,18,9
4294961414,1,13
4294961415,14,13
4294961416,55,59
4294961417,58,13
4294961418,5,25
4294961419,18,11
4294961420,21,151
4294961421,146,11
4294961422,43,17
4294961423,4,17
4294961424,5,7
4294961425,16,23
4294961426,73,101
4294961427,22,37
4294961428,9,21
4294961429,58,1
4294961430,1,61
4294961431,28,65
4294961432,19,17
4294961433,4,11
4294961434,31,57
4294961435,6,7
4294961436,13,59
4294961437,10,17
4294961438,13,29
4294961439,8,101
4294961440,81,69
4294961441,40,85
4294961442,103,47
4294961443,34,11
4294961444,15,7
4294961445,2,23
4294961446,15,15
4294961447,10,107
4294961448,53,91
4294961449,16,41
4294961450,37,31
4294961451,56,35
4294961452,33,11
4294961453,190,25
4294961454,41,41
4294961455,64,39
4294961456,1,5
4294961457,34,5
4294961458,3,41
4294961459,78,37
4294961460,11,13
4294961461,40,5
4294961462,57,1
4294961463,224,25
4294961464,87,111
4294961465,28,37
4294961466,25,55
4294961467,24,15
4294961468,39,17
4294961469,2,37
4294961470,99,89
4294961471,58,47
4294961472,113,5
4294961473,34,9
4294961474,45,23
4294961475,22,1
4294961476,1,59
4294961477,4,25
4294961478,119,119
4294961479,22,129
4294961480,103,23
4294961481,8,41
4294961482,39,47
4294961483,18,41
4294961484,85,37
4294961485,16,33
4294961486,63,11
4294961487,8,17
4294961488,7,11
4294961489,48,41
4294961490,1,7
4294961491,18,5
4294961492,39,67
4294961493,50,35
4294961494,13,3
4294961495,28,41
4294961496,1,65
4294961497,22,3
4294961498,25,95
4294961499,52,61
4294961500,67,21
4294961501,36,41
4294961502,53,121
4294961503,102,65
4294961504,1,49
4294961505,16,7
4294961506,37,35
4294961507,60,17
4294961508,65,67
4294961509,78,3
4294961510,19,43
4294961511,28,11
4294961512,9,3
4294961513,10,55
4294961514,23,73
4294961515,4,57
4294961516,145,1
4294961517,4,53
4294961518,9,15
4294961519,148,61
4294961520,49,41
4294961521,22,27
4294961522,7,1
4294961523,50,1
4294961524,85,69
4294961525,52,23
4294961526,77,7
4294961527,72,5
4294961528,9,139
4294961529,2,101
4294961530,21,29
4294961531,18,11
4294961532,7,1
4294961533,34,131
4294961534,1,31
4294961535,118,79
4294961536,165,15
4294961537,64,41
4294961538,107,67
4294961539,16,23
4294961540,7,41
4294961541,2,77
4294961542,67,33
4294961543,42,31
4294961544,91,43
4294961545,6,111
4294961546,7,31
4294961547,14,11
4294961548,9,11
4294961549,30,67
4294961550,193,59
4294961551,22,87
4294961552,45,31
4294961553,4,35
4294961554,33,3
4294961555,4,1
4294961556,1,17
4294961557,22,45
4294961558,19,55
4294961559,10,37
4294961560,7,9
4294961561,12,7
4294961562,7,115
4294961563,28,41
4294961564,1,73
4294961565,106,31
4294961566,1,15
4294961567,42,11
4294961568,43,35
4294961569,78,77
4294961570,9,47
4294961571,16,29
4294961572,109,3
4294961573,30,47
4294961574,11,11
4294961575,64,117
4294961576,27,71
4294961577,142,5
4294961578,69,87
4294961579,10,17
4294961580,53,19
4294961581,60,81
4294961582,13,37
4294961583,80,29
4294961584,55,11
4294961585,4,13
4294961586,37,37
4294961587,102,53
4294961588,49,11
4294961589,2,23
4294961590,97,47
4294961591,16,61
4294961592,149,115
4294961593,60,51
4294961594,43,17
4294961595,136,41
4294961596,25,35
4294961597,34,25
4294961598,175,7
4294961599,12,9
4294961600,61,1
4294961601,38,59
4294961602,25,63
4294961603,22,77
4294961604,55,59
4294961605,34,131
4294961606,33,1
4294961607,44,25
4294961608,69,15
4294961609,40,31
4294961610,91,11
4294961611,178,125
4294961612,135,61
4294961613,82,25
4294961614,31,41
4294961615,4,41
4294961616,25,31
4294961617,70,27
4294961618,55,41
4294961619,32,133
4294961620,1,27
4294961621,108,5
4294961622,29,5
4294961623,52,41
4294961624,7,47
4294961625,76,19
4294961626,183,5
4294961627,42,35
4294961628,119,107
4294961629,12,41
4294961630,81,1
4294961631,16,17
4294961632,93,45
4294961633,18,97
4294961634,55,23
4294961635,22,3
4294961636,1,1
4294961637,112,25
4294961638,93,9
4294961639,52,7
4294961640,31,31
4294961641,6,51
4294961642,25,67
4294961643,2,109
4294961644,1,11
4294961645,22,23
4294961646,1,91
4294961647,160,63
4294961648,39,25
4294961649,16,17
4294961650,51,23
4294961651,28,65
4294961652,19,5
4294961653,24,69
4294961654,7,31
4294961655,32,41
4294961656,37,95
4294961657,40,41
4294961658,23,37
4294961659,22,69
4294961660,39,31
4294961661,22,61
4294961662,43,165
4294961663,54,17
4294961664,23,67
4294961665,84,51
4294961666,67,31
4294961667,142,25
4294961668,9,95
4294961669,76,13
4294961670,59,31
4294961671,136,47
4294961672,7,17
4294961673,28,35
4294961674,63,3
4294961675,64,23
4294961676,13,7
4294961677,18,5
4294961678,37,17
4294961679,50,67
4294961680,63,177
4294961681,36,67
4294961682,49,47
4294961683,42,27
4294961684,21,41
4294961685,172,83
4294961686,25,65
4294961687,78,31
4294961688,7,59
4294961689,58,41
4294961690,103,13
4294961691,10,25
4294961692,9,5
4294961693,28,59
4294961694,103,103
4294961695,144,33
4294961696,87,5
4294961697,44,25
4294961698,159,75
4294961699,16,19
4294961700,7,67
4294961701,18,11
4294961702,13,43
4294961703,34,37
4294961704,85,3
4294961705,12,79
4294961706,5,11
4294961707,88,3
4294961708,19,31
4294961709,58,19
4294961710,93,11
4294961711,16,7
4294961712,77,83
4294961713,120,11
4294961714,133,83
4294961715,34,49
4294961716,1,47
4294961717,90,7
4294961718,55,7
4294961719,42,11
4294961720,51,11
4294961721,58,67
4294961722,63,11
4294961723,22,47
4294961724,31,23
4294961725,42,69
4294961726,1,5
4294961727,44,11
4294961728,9,41
4294961729,60,41
4294961730,31,43
4294961731,6,51
4294961732,13,17
4294961733,32,5
4294961734,27,29
4294961735,28,149
4294961736,25,5
4294961737,18,3
4294961738,25,19
4294961739,58,119
4294961740,21,27
4294961741,48,41
4294961742,43,1
4294961743,28,117
4294961744,3,119
4294961745,14,17
4294961746,75,11
4294961747,18,1
4294961748,23,41
4294961749,112,59
4294961750,61,19
4294961751,8,19
4294961752,7,45
4294961753,60,101
4294961754,11,1
4294961755,48,3
4294961756,67,25
4294961757,8,13
4294961758,69,17
4294961759,10,13
4294961760,13,1
4294961761,28,69
4294961762,33,11
4294961763,44,67
4294961764,37,27
4294961765,18,7
4294961766,73,59
4294961767,12,83
4294961768,37,11
4294961769,116,31
4294961770,63,41
4294961771,6,11
4294961772,55,17
4294961773,60,35
4294961774,117,7
4294961775,22,11
4294961776,31,65
4294961777,40,73
4294961778,65,19
4294961779,48,41
4294961780,9,7
4294961781,20,31
4294961782,25,17
4294961783,90,85
4294961784,11,29
4294961785,84,77
4294961786,1,151
4294961787,22,5
4294961788,7,27
4294961789,10,131
4294961790,1,127
4294961791,16,399
4294961792,93,37
4294961793,8,19
4294961794,1,41
4294961795,88,67
4294961796,35,31
4294961797,58,15
4294961798,7,17
4294961799,170,17
4294961800,21,189
4294961801,118,59
4294961802,23,31
4294961803,18,135
4294961804,45,37
4294961805,4,43
4294961806,75,17
4294961807,34,41
4294961808,25,7
4294961809,12,9
4294961810,7,41
4294961811,38,37
4294961812,109,83
4294961813,18,25
4294961814,1,47
4294961815,6,23
4294961816,75,11
4294961817,28,11
4294961818,13,15
4294961819,106,1
4294961820,121,11
4294961821,60,57
4294961822,7,11
4294961823,44,91
4294961824,1,93
4294961825,76,43
4294961826,1,79
4294961827,34,17
4294961828,127,41
4294961829,8,23
4294961830,1,21
4294961831,22,1
4294961832,73,5
4294961833,18,21
4294961834,43,7
4294961835,22,59
4294961836,157,5
4294961837,70,157
4294961838,23,41
4294961839,36,11
4294961840,49,1
4294961841,88,19
4294961842,109,3
4294961843,90,41
4294961844,113,13
4294961845,54,33
4294961846,1,1
4294961847,10,197
4294961848,13,51
4294961849,60,29
4294961850,7,49
4294961851,40,29
4294961852,9,37
4294961853,32,5
4294961854,31,57
4294961855,84,11
4294961856,77,47
4294961857,34,81
4294961858,9,7
4294961859,2,1
4294961860,129,29
4294961861,12,7
4294961862,29,23
4294961863,48,87
4294961864,13,73
4294961865,44,59
4294961866,21,9
4294961867,54,5
4294961868,25,149
4294961869,6,119
4294961870,129,91
4294961871,20,25
4294961872,9,35
4294961873,112,19
4294961874,5,17
4294961875,12,23
4294961876,55,61
4294961877,8,47
4294961878,147,17
4294961879,18,71
4294961880,19,19
4294961881,6,11
4294961882,3,55
4294961883,34,5
4294961884,3,21
4294961885,4,11
4294961886,5,17
4294961887,10,17
4294961888,27,59
4294961889,98,11
4294961890,7,3
4294961891,52,61
4294961892,7,11
4294961893,22,105
4294961894,3,23
4294961895,2,37
4294961896,25,9
4294961897,18,53
4294961898,13,5
4294961899,28,33
4294961900,37,1
4294961901,50,29
4294961902,25,41
4294961903,12,7
4294961904,137,7
4294961905,144,29
4294961906,1,7
4294961907,4,23
4294961908,75,71
4294961909,18,37
4294961910,23,59
4294961911,12,65
4294961912,7,125
4294961913,4,79
4294961914,105,11
4294961915,42,1
4294961916,25,137
4294961917,18,3
4294961918,15,77
4294961919,92,7
4294961920,7,17
4294961921,6,59
4294961922,5,1
4294961923,64,47
4294961924,63,59
4294961925,14,37
4294961926,31,69
4294961927,22,101
4294961928,49,37
4294961929,18,33
4294961930,13,19
4294961931,8,1
4294961932,9,65
4294961933,72,125
4294961934,7,61
4294961935,54,57
4294961936,7,25
4294961937,22,47
4294961938,7,41
4294961939,58,7
4294961940,53,127
4294961941,58,21
4294961942,67,77
4294961943,4,205
4294961944,3,59
4294961945,4,71
4294961946,41,89
4294961947,18,15
4294961948,25,55
4294961949,76,1
4294961950,1,29
4294961951,10,85
4294961952,73,41
4294961953,4,11
4294961954,15,17
4294961955,2,41
4294961956,81,21
4294961957,24,31
4294961958,19,55
4294961959,58,17
4294961960,1,19
4294961961,2,5
4294961962,99,45
4294961963,4,7
4294961964,23,41
4294961965,18,87
4294961966,45,41
4294961967,34,5
4294961968,7,57
4294961969,160,77
4294961970,61,1
4294961971,16,9
4294961972,25,17
4294961973,2,31
4294961974,7,53
4294961975,18,13
4294961976,25,187
4294961977,4,17
4294961978,67,17
4294961979,50,71
4294961980,39,153
4294961981,28,91
4294961982,83,41
4294961983,10,251
4294961984,27,23
4294961985,38,19
4294961986,3,9
4294961987,12,25
4294961988,83,49
4294961989,28,27
4294961990,79,7
4294961991,2,65
4294961992,3,3
4294961993,18,29
4294961994,65,17
4294961995,4,9
4294961996,31,25
4294961997,104,25
4294961998,55,65
4294961999,10,43
4294962000,13,37
4294962001,16,71
4294962002,7,13
4294962003,4,97
4294962004,55,9
4294962005,34,77
4294962006,5,41
4294962007,82,87
4294962008,15,121
4294962009,32,19
4294962010,57,99
4294962011,18,17
4294962012,53,17
4294962013,18,17
4294962014,25,23
4294962015,56,11
4294962016,1,21
4294962017,42,1
4294962018,35,5
4294962019,16,9
4294962020,49,19
4294962021,148,1
4294962022,3,3
4294962023,48,149
4294962024,1,19
4294962025,24,161
4294962026,81,17
4294962027,58,37
4294962028,67,9
4294962029,12,29
4294962030,161,13
4294962031,30,117
4294962032,37,37
4294962033,28,41
4294962034,37,3
4294962035,4,101
4294962036,37,29
4294962037,58,5
4294962038,37,59
4294962039,38,67
4294962040,33,53
4294962041,46,1
4294962042,73,73
4294962043,22,59
4294962044,51,173
4294962045,2,13
4294962046,31,35
4294962047,28,7
4294962048,23,1
4294962049,16,9
4294962050,31,1
4294962051,68,185
4294962052,9,17
4294962053,34,17
4294962054,65,17
4294962055,36,51
4294962056,45,1
4294962057,22,67
4294962058,13,21
4294962059,72,1
4294962060,1,47
4294962061,6,15
4294962062,73,1
4294962063,4,19
4294962064,67,3
4294962065,72,41
4294962066,11,47
4294962067,18,27
4294962068,19,17
4294962069,142,29
4294962070,93,23
4294962071,12,55
4294962072,5,7
4294962073,58,159
4294962074,67,89
4294962075,22,157
4294962076,33,5
4294962077,18,67
4294962078,73,85
4294962079,28,17
4294962080,13,103
4294962081,50,47
4294962082,25,21
4294962083,124,5
4294962084,23,23
4294962085,54,189
4294962086,55,17
4294962087,4,5
4294962088,13,5
4294962089,96,23
4294962090,79,23
4294962091,12,9
4294962092,9,25
4294962093,310,7
4294962094,127,53
4294962095,4,17
4294962096,1,25
4294962097,94,23
4294962098,45,17
4294962099,2,41
4294962100,93,27
4294962101,66,85
4294962102,53,13
4294962103,144,119
4294962104,51,29
4294962105,2,41
4294962106,7,9
4294962107,12,13
4294962108,37,25
4294962109,70,89
4294962110,111,23
4294962111,10,67
4294962112,73,33
4294962113,22,35
4294962114,203,19
4294962115,24,3
4294962116,7,7
4294962117,4,7
4294962118,15,15
4294962119,18,19
4294962120,31,13
4294962121,30,9
4294962122,3,43
4294962123,22,67
4294962124,37,83
4294962125,4,19
4294962126,11,5
4294962127,54,21
4294962128,37,47
4294962129,10,19
4294962130,7,77
4294962131,48,1
4294962132,35,1
4294962133,4,27
4294962134,15,7
4294962135,26,41
4294962136,91,5
4294962137,42,203
4294962138,7,29
4294962139,88,87
4294962140,19,59
4294962141,26,245
4294962142,25,11
4294962143,52,49
4294962144,25,73
4294962145,48,3
4294962146,121,1
4294962147,4,1
4294962148,67,9
4294962149,40,11
4294962150,121,67
4294962151,16,35
4294962152,9,161
4294962153,28,17
4294962154,55,93
4294962155,24,29
4294962156,121,17
4294962157,30,33
4294962158,9,31
4294962159,20,41
4294962160,3,81
4294962161,76,29
4294962162,107,31
4294962163,82,17
4294962164,13,7
4294962165,34,17
4294962166,15,27
4294962167,88,95
4294962168,25,67
4294962169,18,51
4294962170,43,77
4294962171,38,7
4294962172,67,147
4294962173,82,11
4294962174,71,61
4294962175,36,3
4294962176,1,25
4294962177,4,53
4294962178,9,5
4294962179,42,41
4294962180,11,23
4294962181,10,75
4294962182,97,11
4294962183,68,7
4294962184,27,107
4294962185,76,41
4294962186,127,79
4294962187,22,35
4294962188,25,41
4294962189,80,19
4294962190,67,3
4294962191,6,35
4294962192,53,1
4294962193,90,17
4294962194,13,149
4294962195,44,67
4294962196,37,45
4294962197,12,77
4294962198,7,151
4294962199,16,111
4294962200,69,49
4294962201,118,95
4294962202,63,3
4294962203,18,1
4294962204,7,31
4294962205,4,27
4294962206,81,11
4294962207,20,17
4294962208,27,179
4294962209,72,107
4294962210,23,37
4294962211,66,57
4294962212,145,7
4294962213,14,17
4294962214,55,23
4294962215,58,67
4294962216,61,11
4294962217,22,5
4294962218,7,127
4294962219,26,61
4294962220,39,119
4294962221,28,7
4294962222,23,23
4294962223,4,41
4294962224,1,97
4294962225,38,1
4294962226,27,125
4294962227,48,31
4294962228,23,7
4294962229,42,41
4294962230,109,23
4294962231,40,71
4294962232,67,65
4294962233,70,7
4294962234,25,53
4294962235,36,3
4294962236,1,1
4294962237,50,11
4294962238,75,39
4294962239,18,11
4294962240,29,19
4294962241,28,59
4294962242,7,7
4294962243,2,97
4294962244,1,81
4294962245,6,19
4294962246,7,59
4294962247,18,3
4294962248,3,1
4294962249,46,83
4294962250,27,101
4294962251,108,1
4294962252,37,37
4294962253,12,45
4294962254,15,7
4294962255,56,47
4294962256,25,125
4294962257,4,137
4294962258,7,5
4294962259,88,11
4294962260,31,59
4294962261,26,215
4294962262,63,41
4294962263,64,11
4294962264,11,79
4294962265,12,41
4294962266,73,55
4294962267,10,83
4294962268,127,9
4294962269,16,71
4294962270,13,107
4294962271,12,125
4294962272,25,31
4294962273,110,1
4294962274,3,39
4294962275,36,7
4294962276,73,29
4294962277,150,21
4294962278,15,31
4294962279,10,19
4294962280,19,29
4294962281,66,37
4294962282,23,151
4294962283,22,17
4294962284,31,37
4294962285,8,17
4294962286,67,5
4294962287,24,17
4294962288,5,1
4294962289,28,33
4294962290,7,1
4294962291,146,41
4294962292,7,27
4294962293,40,25
4294962294,5,71
4294962295,16,29
4294962296,43,5
4294962297,14,35
4294962298,105,5
4294962299,16,13
4294962300,91,17
4294962301,22,5
4294962302,117,37
4294962303,142,7
4294962304,27,17
4294962305,18,17
4294962306,83,35
4294962307,60,15
4294962308,19,61
4294962309,8,7
4294962310,37,63
4294962311,28,35
4294962312,37,35
4294962313,82,39
4294962314,1,37
4294962315,2,1
4294962316,43,59
4294962317,82,125
4294962318,85,175
4294962319,6,69
4294962320,63,37
4294962321,16,19
4294962322,13,45
4294962323,70,25
4294962324,131,11
4294962325,4,29
4294962326,3,59
4294962327,8,1
4294962328,45,65
4294962329,10,41
4294962330,53,41
4294962331,42,41
4294962332,49,1
4294962333,8,55
4294962334,33,111
4294962335,82,83
4294962336,67,1
4294962337,58,65
4294962338,7,49
4294962339,32,59
4294962340,87,11
4294962341,18,7
4294962342,19,17
4294962343,12,81
4294962344,3,37
4294962345,16,61
4294962346,87,21
4294962347,34,5
4294962348,163,91
4294962349,70,99
4294962350,1,67
4294962351,112,7
4294962352,19,17
4294962353,52,1
4294962354,35,89
4294962355,12,17
4294962356,1,25
4294962357,2,11
4294962358,33,45
4294962359,156,49
4294962360,1,1
4294962361,42,9
4294962362,19,65
4294962363,8,19
4294962364,37,117
4294962365,4,73
4294962366,41,7
4294962367,78,53
4294962368,49,77
4294962369,40,17
4294962370,7,113
4294962371,18,19
4294962372,119,31
4294962373,34,21
4294962374,31,43
4294962375,8,79
4294962376,75,17
4294962377,100,125
4294962378,17,181
4294962379,46,3
4294962380,43,109
4294962381,242,155
4294962382,13,11
4294962383,12,11
4294962384,37,19
4294962385,52,41
4294962386,7,71
4294962387,2,61
4294962388,39,15
4294962389,10,101
4294962390,13,1
4294962391,18,141
4294962392,13,71
4294962393,44,1
4294962394,133,17
4294962395,136,59
4294962396,77,35
4294962397,34,3
4294962398,7,89
4294962399,148,31
4294962400,37,123
4294962401,142,89
4294962402,37,41
4294962403,24,27
4294962404,37,49
4294962405,44,13
4294962406,43,51
4294962407,18,193
4294962408,5,47
4294962409,60,41
4294962410,1,31
4294962411,8,7
4294962412,67,17
4294962413,48,5
4294962414,17,17
4294962415,58,33
4294962416,21,41
4294962417,20,91
4294962418,39,27
4294962419,12,47
4294962420,13,79
4294962421,102,17
4294962422,75,11
4294962423,80,17
4294962424,1,21
4294962425,84,1
4294962426,1,31
4294962427,64,65
4294962428,45,55
4294962429,50,59
4294962430,73,3
4294962431,28,7
4294962432,19,13
4294962433,10,107
4294962434,45,67
4294962435,58,37
4294962436,15,69
4294962437,30,25
4294962438,29,19
4294962439,36,57
4294962440,7,61
4294962441,2,29
4294962442,93,87
4294962443,30,7
4294962444,17,61
4294962445,78,69
4294962446,33,29
4294962447,22,5
4294962448,3,47
4294962449,10,73
4294962450,91,23
4294962451,22,27
4294962452,9,41
4294962453,28,49
4294962454,63,9
4294962455,18,11
4294962456,85,37
4294962457,4,45
4294962458,39,125
4294962459,20,11
4294962460,39,113
4294962461,28,19
4294962462,17,5
4294962463,28,9
4294962464,33,67
4294962465,2,1
4294962466,31,11
4294962467,18,125
4294962468,35,31
4294962469,6,29
4294962470,57,11
4294962471,26,17
4294962472,93,81
4294962473,4,25
4294962474,13,37
4294962475,24,69
4294962476,1,61
4294962477,10,1
4294962478,27,9
4294962479,16,29
4294962480,11,23
4294962481,18,35
4294962482,9,17
4294962483,44,41
4294962484,105,3
4294962485,6,37
4294962486,7,5
4294962487,58,23
4294962488,7,7
4294962489,56,43
4294962490,31,101
4294962491,106,25
4294962492,103,133
4294962493,34,47
4294962494,37,7
4294962495,158,79
4294962496,31,15
4294962497,40,115
4294962498,37,25
4294962499,76,77
4294962500,13,67
4294962501,112,41
4294962502,39,113
4294962503,42,25
4294962504,23,17
4294962505,28,51
4294962506,15,19
4294962507,122,1
4294962508,45,17
4294962509,6,7
4294962510,71,19
4294962511,46,65
4294962512,193,11
4294962513,44,37
4294962514,13,17
4294962515,106,77
4294962516,1,1
4294962517,18,27
4294962518,97,25
4294962519,158,223
4294962520,33,21
4294962521,10,29
4294962522,115,5
4294962523,58,15
4294962524,25,61
4294962525,74,67
4294962526,187,9
4294962527,42,13
4294962528,17,31
4294962529,6,9
4294962530,49,17
4294962531,58,55
4294962532,39,23
4294962533,4,1
4294962534,5,73
4294962535,4,29
4294962536,13,11
4294962537,20,31
4294962538,37,71
4294962539,48,13
4294962540,59,31
4294962541,28,59
4294962542,9,43
4294962543,92,49
4294962544,51,53
4294962545,24,59
4294962546,71,5
4294962547,10,15
4294962548,85,25
4294962549,10,7
4294962550,73,9
4294962551,40,29
4294962552,5,13
4294962553,4,17
4294962554,1,29
4294962555,64,11
4294962556,27,71
4294962557,4,37
4294962558,5,11
4294962559,52,41
4294962560,13,79
4294962561,46,65
4294962562,63,3
4294962563,84,17
4294962564,1,7
4294962565,6,3
4294962566,33,5
4294962567,104,41
4294962568,9,99
4294962569,16,53
4294962570,17,89
4294962571,36,77
4294962572,13,35
4294962573,2,17
4294962574,75,29
4294962575,24,41
4294962576,37,89
4294962577,34,75
4294962578,73,41
4294962579,68,67
4294962580,37,17
4294962581,22,1
4294962582,19,67
4294962583,18,87
4294962584,67,61
4294962585,38,103
4294962586,91,29
4294962587,18,1
4294962588,23,5
4294962589,18,101
4294962590,9,227
4294962591,8,1
4294962592,7,3
4294962593,222,79
4294962594,5,23
4294962595,18,87
4294962596,93,65
4294962597,50,11
4294962598,15,5
4294962599,48,7
4294962600,1,13
4294962601,12,111
4294962602,69,11
4294962603,14,35
4294962604,1,3
4294962605,46,7
4294962606,43,137
4294962607,60,21
4294962608,19,47
4294962609,20,67
4294962610,63,207
4294962611,12,65
4294962612,7,11
4294962613,102,11
4294962614,21,41
4294962615,28,37
4294962616,25,15
4294962617,70,25
4294962618,7,259
4294962619,126,59
4294962620,37,19
4294962621,22,29
4294962622,33,27
4294962623,18,121
4294962624,7,11
4294962625,28,53
4294962626,13,35
4294962627,14,17
4294962628,19,101
4294962629,46,13
4294962630,37,19
4294962631,106,29
4294962632,57,17
4294962633,128,7
4294962634,3,83
4294962635,36,11
4294962636,31,29
4294962637,108,131
4294962638,49,125
4294962639,82,19
4294962640,79,117
4294962641,16,17
4294962642,107,35
4294962643,130,47
4294962644,3,13
4294962645,28,7
4294962646,75,5
4294962647,4,35
4294962648,13,61
4294962649,22,93
4294962650,7,109
4294962651,2,5
4294962652,9,3
4294962653,4,25
4294962654,41,7
4294962655,6,77
4294962656,27,65
4294962657,58,25
4294962658,9,59
4294962659,72,11
4294962660,11,13
4294962661,10,35
4294962662,15,37
4294962663,28,107
4294962664,3,27
4294962665,82,41
4294962666,17,37
4294962667,64,17
4294962668,27,67
4294962669,38,47
4294962670,27,23
4294962671,46,25
4294962672,5,5
4294962673,28,15
4294962674,21,13
4294962675,14,7
4294962676,37,39
4294962677,28,31
4294962678,95,17
4294962679,100,17
4294962680,51,43
4294962681,22,7
4294962682,7,45
4294962683,28,5
4294962684,37,11
4294962685,58,83
4294962686,73,5
4294962687,64,67
4294962688,33,89
4294962689,60,31
4294962690,11,47
4294962691,72,9
4294962692,15,5
4294962693,22,29
4294962694,45,39
4294962695,28,11
4294962696,77,55
4294962697,94,35
4294962698,25,11
4294962699,16,17
4294962700,3,29
4294962701,40,35
4294962702,37,13
4294962703,24,29
4294962704,147,59
4294962705,8,37
4294962706,25,89
4294962707,12,95
4294962708,109,49
4294962709,16,9
4294962710,3,43
4294962711,2,107
4294962712,15,41
4294962713,54,17
4294962714,113,61
4294962715,16,63
4294962716,21,91
4294962717,14,7
4294962718,15,65
4294962719,16,83
4294962720,37,31
4294962721,6,5
4294962722,105,7
4294962723,4,95
4294962724,85,33
4294962725,114,7
4294962726,13,25
4294962727,180,23
4294962728,25,5
4294962729,86,17
4294962730,27,33
4294962731,30,41
4294962732,119,37
4294962733,28,41
4294962734,1,53
4294962735,8,19
4294962736,63,95
4294962737,4,17
4294962738,35,5
4294962739,198,107
4294962740,13,7
4294962741,82,5
4294962742,67,45
4294962743,58,115
4294962744,25,109
4294962745,76,47
4294962746,25,11
4294962747,28,65
4294962748,25,39
4294962749,46,23
4294962750,31,11
4294962751,28,59
4294962752,55,1
4294962753,80,109
4294962754,27,59
4294962755,142,41
4294962756,1,19
4294962757,52,41
4294962758,15,35
4294962759,22,31
4294962760,63,83
4294962761,30,65
4294962762,35,17
4294962763,12,11
4294962764,1,53
4294962765,68,11
4294962766,13,21
4294962767,120,23
4294962768,125,1
4294962769,36,29
4294962770,1,23
4294962771,38,91
4294962772,9,3
4294962773,10,1
4294962774,41,31
4294962775,162,71
4294962776,3,37
4294962777,4,97
4294962778,99,15
4294962779,6,41
4294962780,41,11
4294962781,52,117
4294962782,19,25
4294962783,38,65
4294962784,3,33
4294962785,28,37
4294962786,7,67
4294962787,88,21
4294962788,3,37
4294962789,22,83
4294962790,9,69
4294962791,148,5
4294962792,79,7
4294962793,112,35
4294962794,73,19
4294962795,8,107
4294962796,43,11
4294962797,78,65
4294962798,65,31
4294962799,18,11
4294962800,33,23
4294962801,22,7
4294962802,27,23
4294962803,22,71
4294962804,17,41
4294962805,36,51
4294962806,3,101
4294962807,20,5
4294962808,27,77
4294962809,36,137
4294962810,23,11
4294962811,42,9
4294962812,55,1
4294962813,92,65
4294962814,63,89
4294962815,84,49
4294962816,13,5
4294962817,118,35
4294962818,163,37
4294962819,68,127
4294962820,81,17
4294962821,72,55
4294962822,49,47
4294962823,42,9
4294962824,57,137
4294962825,52,1
4294962826,45,5
4294962827,4,11
4294962828,47,41
4294962829,28,41
4294962830,3,119
4294962831,26,17
4294962832,25,111
4294962833,54,59
4294962834,37,121
4294962835,48,41
4294962836,51,109
4294962837,50,41
4294962838,49,29
4294962839,46,13
4294962840,19,11
4294962841,40,21
4294962842,13,23
4294962843,80,31
4294962844,3,3
4294962845,42,41
4294962846,35,1
4294962847,60,41
4294962848,15,31
4294962849,26,67
4294962850,37,11
4294962851,88,55
4294962852,5,53
4294962853,42,11
4294962854,31,17
4294962855,22,41
4294962856,75,17
4294962857,88,35
4294962858,25,35
4294962859,120,3
4294962860,7,17
4294962861,92,47
4294962862,9,135
4294962863,18,7
4294962864,55,13
4294962865,16,21
4294962866,15,55
4294962867,44,1
4294962868,3,5
4294962869,42,79
4294962870,41,91
4294962871,16,15
4294962872,15,37
4294962873,22,17
4294962874,87,3
4294962875,16,43
4294962876,1,59
4294962877,100,125
4294962878,27,25
4294962879,8,61
4294962880,37,53
4294962881,10,61
4294962882,17,11
4294962883,10,9
4294962884,63,23
4294962885,4,67
4294962886,13,125
4294962887,112,41
4294962888,217,61
4294962889,40,33
4294962890,9,43
4294962891,2,25
4294962892,37,35
4294962893,4,11
4294962894,97,67
4294962895,18,17
4294962896,27,89
4294962897,68,101
4294962898,7,41
4294962899,30,11
4294962900,49,7
4294962901,70,15
4294962902,7,67
4294962903,8,17
4294962904,31,3
4294962905,6,109
4294962906,43,41
4294962907,24,51
4294962908,13,11
4294962909,40,11
4294962910,13,3
4294962911,22,1
4294962912,13,35
4294962913,34,125
4294962914,15,31
4294962915,28,23
4294962916,1,57
4294962917,12,107
4294962918,5,127
4294962919,28,11
4294962920,1,47
4294962921,142,37
4294962922,93,3
4294962923,24,17
4294962924,55,29
4294962925,78,129
4294962926,91,47
4294962927,52,7
4294962928,37,41
4294962929,78,23
4294962930,7,17
4294962931,16,69
4294962932,57,1
4294962933,44,25
4294962934,3,29
4294962935,24,13
4294962936,13,31
4294962937,24,3
4294962938,25,139
4294962939,70,127
4294962940,43,3
4294962941,22,5
4294962942,13,55
4294962943,4,69
4294962944,45,1
4294962945,82,29
4294962946,33,51
4294962947,70,25
4294962948,49,61
4294962949,30,53
4294962950,21,23
